address,bank,body,from_or_to,amount
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: ₹440.81 received via UPI to IndusInd Bank A/c **1195 from Divya R (divyar@upi) on 28-Jun-2025. Ref 781836041464.,Divya R,440.81
AX-AXISBK,Axis Bank,"AXIS Alert: INR2,2,961.18 sent via UPI from Axis Bank A/c xxxx9245 to JioMart (jiomart@ybl) on 14-Aug-2025. Ref 011473448606.",JioMart,22961.18
VK-KOTAKB-I,Kotak Mahindra Bank,"KOTAK Alert: Rs.3,5,288.44 sent via UPI from Kotak Mahindra Bank A/c XX4284 to Vikas T (vikast@okaxis) on 29-Jun-2025. Ref 528528805461.",Vikas T,35288.44
VK-YESUPI-I,YES Bank,"YES Alert: INR1,0,145.69 sent via UPI from YES Bank A/c XX2465 to DMart (dmart@axl) on 13-Jul-2025. Ref 333000986272.",DMart,10145.69
VK-YESUPI,YES Bank,"YES Alert: INR3,6,145.77 sent via UPI from YES Bank A/c **6842 to Sanjay Singh (sanjaysing@ybl) on 06-Jul-2025. Ref 007168732944.",Sanjay Singh,36145.77
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: Rs.4,826.33 received via UPI to Bank of Baroda A/c **6136 from PhonePe (phonepe@axl) on 25/06/2025. Ref 229210271111.",PhonePe,4826.33
VK-KOTAKB-S,Kotak Mahindra Bank,"KOTAK Alert: INR2,0,496.36 sent via UPI from Kotak Mahindra Bank A/c XX5331 to Lavanya K (lavanyak@okaxis) on 05/07/2025. Ref 587718075496.",Lavanya K,20496.36
BZ-BOBMSG-I,Bank of Baroda,BOB Alert: INR496.77 sent via UPI from Bank of Baroda A/c **1803 to Amazon (amazon@idfcbank) on 26-Jul-2025. Ref 393843966333.,Amazon,496.77
VM-HDFCBK-I,HDFC Bank,"HDFC Alert: INR3,502.91 received via UPI to HDFC Bank A/c xxxx7069 from Meena S (meenas@sbi) on 07-07-25. Ref 234189861546.",Meena S,3502.91
VK-BOBUPI-I,Bank of Baroda,"BOB Alert: INR2,291.47 sent via UPI from Bank of Baroda A/c XX7422 to PhonePe (phonepe@ybl) on 18-07-25. Ref 513929823143.",PhonePe,2291.47
VM-ICICIB,ICICI Bank,"ICICI Alert: Rs.1,278.38 received via UPI to ICICI Bank A/c XX6051 from Anil Gupta (anilgupta@ybl) on 02/06/2025. Ref 351181784744.",Anil Gupta,1278.38
VK-AXISUPI-S,Axis Bank,AXIS Alert: ₹145.93 sent via UPI from Axis Bank A/c **4964 to Big Bazaar (bigbazaar@idfcbank) on 23-Aug-2025. Ref 925597242432.,Big Bazaar,145.93
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: Rs.276.33 sent via UPI from IndusInd Bank A/c XX9108 to Rajesh Kumar (rajeshkuma@okhdfcbank) on 22-08-25. Ref 765673939868.,Rajesh Kumar,276.33
AD-YESBNK-S,YES Bank,"YES Alert: ₹4,9,481.83 sent via UPI from YES Bank A/c xxxx2783 to IRCTC (irctc@sbi) on 14/06/2025. Ref 811788395569.",IRCTC,49481.83
MD-PNBSMS,Punjab National Bank,"PNB Alert: INR1,544.14 received via UPI to Punjab National Bank A/c xxxx9115 from Lavanya K (lavanyak@axl) on 06/08/2025. Ref 862277400289.",Lavanya K,1544.14
AD-PNBSMS-S,Punjab National Bank,PNB Alert: ₹389.04 received via UPI to Punjab National Bank A/c XX8382 from Tata Sky (tatasky@idfcbank) on 07-Aug-2025. Ref 328345221187.,Tata Sky,389.04
BZ-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.3,9,473.19 sent via UPI from HDFC Bank A/c XX3056 to Meena S (meenas@kotak) on 14-Jun-2025. Ref 468184498633.",Meena S,39473.19
AX-AXISBK-S,Axis Bank,"AXIS Alert: ₹2,1,356.25 received via UPI to Axis Bank A/c xxxx7897 from Airtel Prepaid (airtelprep@sbi) on 14-06-25. Ref 220052499762.",Airtel Prepaid,21356.25
VK-INDUSUPI-S,IndusInd Bank,INDUSIND Alert: INR417.65 received via UPI to IndusInd Bank A/c xxxx5807 from Divya R (divyar@upi) on 03/07/2025. Ref 882484659888.,Divya R,417.65
VK-PNBUPI-S,Punjab National Bank,"PNB Alert: ₹4,283.80 received via UPI to Punjab National Bank A/c xxxx2841 from JioMart (jiomart@okhdfcbank) on 12/08/2025. Ref 099932733181.",JioMart,4283.8
VM-HDFCBK-S,HDFC Bank,"HDFC Alert: Rs.1,239.78 received via UPI to HDFC Bank A/c **8253 from Sunita J (sunitaj@ibl) on 16-Jun-2025. Ref 811271708673.",Sunita J,1239.78
AD-PNBSMS,Punjab National Bank,PNB Alert: INR732.81 received via UPI to Punjab National Bank A/c xxxx7696 from Zomato (zomato@kotak) on 25-08-25. Ref 169242451653.,Zomato,732.81
BP-YESBNK-I,YES Bank,YES Alert: INR525.89 received via UPI to YES Bank A/c **4106 from Karthik M (karthikm@oksbi) on 24-06-25. Ref 264875924910.,Karthik M,525.89
VM-INDUSB,IndusInd Bank,INDUSIND Alert: ₹373.48 sent via UPI from IndusInd Bank A/c XX4809 to Myntra (myntra@kotak) on 04-07-25. Ref 655913813594.,Myntra,373.48
AD-IDFCFB-I,IDFC FIRST Bank,"IDFC Alert: ₹3,939.28 received via UPI to IDFC FIRST Bank A/c xxxx4379 from Suresh R (sureshr@axl) on 21/06/2025. Ref 200792746359.",Suresh R,3939.28
AD-SBIUPI-S,State Bank of India,SBI Alert: INR645.33 sent via UPI from State Bank of India A/c xxxx1143 to Amazon (amazon@idfcbank) on 17-Jul-2025. Ref 739872170299.,Amazon,645.33
VK-BOBUPI-S,Bank of Baroda,"BOB Alert: Rs.1,818.10 sent via UPI from Bank of Baroda A/c xxxx4412 to Sunita J (sunitaj@upi) on 03/06/2025. Ref 848578506225.",Sunita J,1818.1
VM-ICICIB-I,ICICI Bank,"ICICI Alert: Rs.4,436.66 sent via UPI from ICICI Bank A/c **8806 to HP Fuel (hpfuel@okhdfcbank) on 21-07-25. Ref 275080685382.",HP Fuel,4436.66
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: Rs.1,2,715.14 received via UPI to Bank of Baroda A/c XX4428 from Pooja Patel (poojapatel@okhdfcbank) on 22/07/2025. Ref 076499775307.",Pooja Patel,12715.14
VK-PNBUPI-S,Punjab National Bank,"PNB Alert: Rs.2,416.01 sent via UPI from Punjab National Bank A/c XX4351 to Paytm (paytm@idfcbank) on 23/06/2025. Ref 662553469539.",Paytm,2416.01
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: Rs.4,674.28 received via UPI to Bank of Baroda A/c XX6892 from Ravi Teja (raviteja@kotak) on 31-07-25. Ref 358948072086.",Ravi Teja,4674.28
AD-YESBNK,YES Bank,"YES Alert: INR2,9,591.98 sent via UPI from YES Bank A/c XX3968 to Croma (croma@kotak) on 22-Jul-2025. Ref 154234881572.",Croma,29591.98
BP-YESBNK,YES Bank,"YES Alert: INR1,2,920.89 sent via UPI from YES Bank A/c XX6433 to Sanjay Singh (sanjaysing@okaxis) on 08-Jun-2025. Ref 569761039964.",Sanjay Singh,12920.89
TM-SBIINB-S,State Bank of India,SBI Alert: ₹133.16 sent via UPI from State Bank of India A/c xxxx5610 to Ola (ola@sbi) on 28/08/2025. Ref 139587356162.,Ola,133.16
AD-AXISBK-I,Axis Bank,"AXIS Alert: ₹4,663.13 sent via UPI from Axis Bank A/c XX8108 to Pooja Patel (poojapatel@axl) on 23/08/2025. Ref 882385308237.",Pooja Patel,4663.13
AD-YESBNK,YES Bank,"YES Alert: Rs.4,0,737.25 received via UPI to YES Bank A/c **2480 from Zomato (zomato@axl) on 10-06-25. Ref 736804621380.",Zomato,40737.25
AD-ICICIB-S,ICICI Bank,ICICI Alert: INR178.48 received via UPI to ICICI Bank A/c XX4509 from Neha Malhotra (nehamalhot@upi) on 26-06-25. Ref 078898604818.,Neha Malhotra,178.48
AD-SBIUPI,State Bank of India,"SBI Alert: ₹1,528.68 received via UPI to State Bank of India A/c xxxx8677 from VI Prepaid (viprepaid@upi) on 26-Jun-2025. Ref 862907859585.",VI Prepaid,1528.68
VM-INDUSB-S,IndusInd Bank,"INDUSIND Alert: ₹1,502.00 received via UPI to IndusInd Bank A/c XX8572 from Anil Gupta (anilgupta@idfcbank) on 22/06/2025. Ref 597285733429.",Anil Gupta,1502
AD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: INR2,1,068.87 sent via UPI from IDFC FIRST Bank A/c **5833 to VI Prepaid (viprepaid@kotak) on 28-07-25. Ref 428464113618.",VI Prepaid,21068.87
AD-SBIUPI,State Bank of India,"SBI Alert: Rs.4,152.83 sent via UPI from State Bank of India A/c **3704 to Nisha S (nishas@kotak) on 14-Jul-2025. Ref 846137970658.",Nisha S,4152.83
VK-YESUPI-S,YES Bank,"YES Alert: Rs.3,325.26 received via UPI to YES Bank A/c xxxx7597 from Zomato (zomato@idfcbank) on 25/07/2025. Ref 808688361976.",Zomato,3325.26
BZ-HDFCBK,HDFC Bank,"HDFC Alert: INR3,2,144.01 received via UPI to HDFC Bank A/c **6586 from Sanjay Singh (sanjaysing@okaxis) on 22-08-25. Ref 839923862235.",Sanjay Singh,32144.01
AD-SBIUPI,State Bank of India,"SBI Alert: ₹1,6,554.90 sent via UPI from State Bank of India A/c **7460 to HP Fuel (hpfuel@sbi) on 10/08/2025. Ref 203174817411.",HP Fuel,16554.9
VK-SBIINB-I,State Bank of India,"SBI Alert: INR2,957.66 sent via UPI from State Bank of India A/c xxxx7617 to Ravi Teja (raviteja@sbi) on 16-Jun-2025. Ref 197697525396.",Ravi Teja,2957.66
VM-HDFCBK-S,HDFC Bank,"HDFC Alert: ₹2,899.23 received via UPI to HDFC Bank A/c xxxx1117 from Zomato (zomato@ybl) on 18-06-25. Ref 168187811103.",Zomato,2899.23
MD-PNBSMS-S,Punjab National Bank,"PNB Alert: ₹4,4,571.20 sent via UPI from Punjab National Bank A/c xxxx5447 to Divya R (divyar@sbi) on 01-Jul-2025. Ref 097222386123.",Divya R,44571.2
AX-AXISBK-S,Axis Bank,"AXIS Alert: INR1,276.38 sent via UPI from Axis Bank A/c xxxx2658 to Zomato (zomato@ybl) on 05-08-25. Ref 023713914099.",Zomato,1276.38
VK-PNBUPI-I,Punjab National Bank,PNB Alert: Rs.92.03 received via UPI to Punjab National Bank A/c XX2285 from Suresh R (sureshr@axl) on 09/06/2025. Ref 621331931634.,Suresh R,92.03
MD-PNBSMS,Punjab National Bank,"PNB Alert: INR1,8,401.58 sent via UPI from Punjab National Bank A/c xxxx7103 to Swiggy (swiggy@ybl) on 01-Aug-2025. Ref 960888257391.",Swiggy,18401.58
AD-ICICIB-I,ICICI Bank,ICICI Alert: Rs.156.06 sent via UPI from ICICI Bank A/c **9952 to Neha Malhotra (nehamalhot@oksbi) on 16-Jun-2025. Ref 201733838010.,Neha Malhotra,156.06
VM-ICICIB-S,ICICI Bank,"ICICI Alert: ₹2,1,714.95 received via UPI to ICICI Bank A/c XX3856 from Google Play Store (googleplay@oksbi) on 24-07-25. Ref 569365311755.",Google Play Store,21714.95
AD-HDFCBK-S,HDFC Bank,HDFC Alert: INR306.72 sent via UPI from HDFC Bank A/c XX9131 to Meena S (meenas@okhdfcbank) on 07-08-25. Ref 067294631935.,Meena S,306.72
JD-IDFCFB-S,IDFC FIRST Bank,"IDFC Alert: ₹4,305.87 sent via UPI from IDFC FIRST Bank A/c **8018 to JioMart (jiomart@sbi) on 15-Aug-2025. Ref 842664959509.",JioMart,4305.87
VK-INDUSUPI-S,IndusInd Bank,INDUSIND Alert: Rs.269.09 received via UPI to IndusInd Bank A/c **6643 from Suresh R (sureshr@ybl) on 26-Jun-2025. Ref 498675548105.,Suresh R,269.09
MD-PNBSMS,Punjab National Bank,"PNB Alert: Rs.1,4,732.08 sent via UPI from Punjab National Bank A/c **2083 to Paytm (paytm@oksbi) on 30/07/2025. Ref 858182306491.",Paytm,14732.08
VM-ICICIB-S,ICICI Bank,"ICICI Alert: Rs.2,055.43 received via UPI to ICICI Bank A/c xxxx3627 from Divya R (divyar@ybl) on 13-Jul-2025. Ref 168330376560.",Divya R,2055.43
TM-SBIINB,State Bank of India,SBI Alert: INR342.92 sent via UPI from State Bank of India A/c xxxx8724 to Big Bazaar (bigbazaar@idfcbank) on 29-07-25. Ref 227225292044.,Big Bazaar,342.92
MD-PNBSMS-I,Punjab National Bank,PNB Alert: INR184.22 sent via UPI from Punjab National Bank A/c xxxx8047 to Divya R (divyar@okhdfcbank) on 28/06/2025. Ref 009520225245.,Divya R,184.22
AD-YESBNK,YES Bank,YES Alert: INR472.05 sent via UPI from YES Bank A/c xxxx6013 to Ola (ola@okaxis) on 10-Aug-2025. Ref 778745466913.,Ola,472.05
VK-YESUPI,YES Bank,"YES Alert: INR1,716.88 sent via UPI from YES Bank A/c **7469 to Divya R (divyar@kotak) on 08-06-25. Ref 007153698156.",Divya R,1716.88
VK-PNBUPI,Punjab National Bank,"PNB Alert: INR1,771.48 received via UPI to Punjab National Bank A/c XX9192 from JioMart (jiomart@okhdfcbank) on 05-07-25. Ref 229832160588.",JioMart,1771.48
AD-BOBMSG,Bank of Baroda,BOB Alert: INR242.71 received via UPI to Bank of Baroda A/c XX6935 from Manoj P (manojp@axl) on 21/08/2025. Ref 817549692713.,Manoj P,242.71
AD-PNBSMS,Punjab National Bank,"PNB Alert: ₹4,6,784.15 received via UPI to Punjab National Bank A/c xxxx2286 from Myntra (myntra@ybl) on 21-Jul-2025. Ref 062757112003.",Myntra,46784.15
VM-IDFCUPI-I,IDFC FIRST Bank,IDFC Alert: Rs.69.75 sent via UPI from IDFC FIRST Bank A/c XX6372 to Divya R (divyar@upi) on 19/06/2025. Ref 425792128936.,Divya R,69.75
BZ-BOBMSG-I,Bank of Baroda,"BOB Alert: INR1,3,531.38 sent via UPI from Bank of Baroda A/c XX6041 to BPCL (bpcl@ybl) on 28-Jul-2025. Ref 083263911169.",BPCL,13531.38
VK-YESUPI,YES Bank,"YES Alert: INR4,951.03 received via UPI to YES Bank A/c **7885 from Amit Sharma (amitsharma@okaxis) on 04-Jun-2025. Ref 561002597336.",Amit Sharma,4951.03
AD-SBIUPI-I,State Bank of India,"SBI Alert: ₹2,2,229.90 received via UPI to State Bank of India A/c **7588 from Ola (ola@idfcbank) on 17/06/2025. Ref 365808463670.",Ola,22229.9
AD-KOTAKB,Kotak Mahindra Bank,"KOTAK Alert: ₹3,816.55 sent via UPI from Kotak Mahindra Bank A/c XX9543 to Deepak Nair (deepaknair@ibl) on 24/07/2025. Ref 700687537806.",Deepak Nair,3816.55
VK-SBIINB,State Bank of India,"SBI Alert: INR4,224.73 sent via UPI from State Bank of India A/c XX2757 to Swiggy (swiggy@idfcbank) on 20/06/2025. Ref 971648782649.",Swiggy,4224.73
VK-PNBUPI,Punjab National Bank,"PNB Alert: ₹4,9,238.29 sent via UPI from Punjab National Bank A/c XX3724 to Neha Malhotra (nehamalhot@idfcbank) on 03-07-25. Ref 070413394328.",Neha Malhotra,49238.29
VK-KOTAKB,Kotak Mahindra Bank,"KOTAK Alert: ₹1,5,491.11 sent via UPI from Kotak Mahindra Bank A/c **6619 to Swiggy (swiggy@axl) on 16-Jun-2025. Ref 772281411129.",Swiggy,15491.11
VM-IDFCUPI-I,IDFC FIRST Bank,"IDFC Alert: ₹4,6,501.32 sent via UPI from IDFC FIRST Bank A/c xxxx7519 to Suresh R (sureshr@sbi) on 06-Jul-2025. Ref 640501615965.",Suresh R,46501.32
VK-INDUSUPI-I,IndusInd Bank,INDUSIND Alert: INR415.83 received via UPI to IndusInd Bank A/c xxxx2366 from BPCL (bpcl@ibl) on 24-06-25. Ref 766667943175.,BPCL,415.83
VK-BOBUPI-I,Bank of Baroda,BOB Alert: Rs.430.77 sent via UPI from Bank of Baroda A/c xxxx4697 to Priya Verma (priyaverma@upi) on 22-06-25. Ref 220678207274.,Priya Verma,430.77
BP-KOTAKUPI-I,Kotak Mahindra Bank,KOTAK Alert: Rs.278.89 received via UPI to Kotak Mahindra Bank A/c xxxx5809 from Tata Sky (tatasky@idfcbank) on 10/06/2025. Ref 127098985081.,Tata Sky,278.89
VM-ICICIB-I,ICICI Bank,"ICICI Alert: ₹2,252.43 received via UPI to ICICI Bank A/c **8414 from Vikas T (vikast@idfcbank) on 03-07-25. Ref 681130541045.",Vikas T,2252.43
VM-HDFCBK-I,HDFC Bank,"HDFC Alert: Rs.2,6,015.69 received via UPI to HDFC Bank A/c **1908 from Tata Sky (tatasky@oksbi) on 31/07/2025. Ref 535036290180.",Tata Sky,26015.69
AD-KOTAKB,Kotak Mahindra Bank,KOTAK Alert: INR540.53 sent via UPI from Kotak Mahindra Bank A/c xxxx4150 to Nisha S (nishas@sbi) on 12-08-25. Ref 489438426911.,Nisha S,540.53
TM-SBIINB-I,State Bank of India,"SBI Alert: INR3,4,158.55 received via UPI to State Bank of India A/c xxxx1687 from Croma (croma@okhdfcbank) on 12-Jun-2025. Ref 100253669586.",Croma,34158.55
VK-INDUSUPI,IndusInd Bank,INDUSIND Alert: INR305.96 received via UPI to IndusInd Bank A/c xxxx2194 from Sunita J (sunitaj@sbi) on 04/06/2025. Ref 688223268197.,Sunita J,305.96
VK-AXISUPI-I,Axis Bank,AXIS Alert: ₹419.18 received via UPI to Axis Bank A/c **4493 from Tata Sky (tatasky@ybl) on 22/08/2025. Ref 147103597155.,Tata Sky,419.18
AD-IDFCFB-I,IDFC FIRST Bank,"IDFC Alert: Rs.1,988.72 sent via UPI from IDFC FIRST Bank A/c **1975 to Vikas T (vikast@upi) on 03/06/2025. Ref 968264834966.",Vikas T,1988.72
VM-ICICIB-S,ICICI Bank,ICICI Alert: INR503.80 sent via UPI from ICICI Bank A/c XX2973 to Zomato (zomato@upi) on 30-06-25. Ref 500347818472.,Zomato,503.8
AD-PNBSMS-I,Punjab National Bank,"PNB Alert: INR3,811.14 sent via UPI from Punjab National Bank A/c xxxx5713 to Vikas T (vikast@ibl) on 05-08-25. Ref 199497723883.",Vikas T,3811.14
VK-INDUSUPI,IndusInd Bank,"INDUSIND Alert: INR3,889.59 sent via UPI from IndusInd Bank A/c **4392 to DMart (dmart@oksbi) on 21/07/2025. Ref 576467014516.",DMart,3889.59
VK-INDUSUPI,IndusInd Bank,"INDUSIND Alert: ₹1,4,681.08 received via UPI to IndusInd Bank A/c XX6864 from Rajesh Kumar (rajeshkuma@okhdfcbank) on 14-06-25. Ref 523967699910.",Rajesh Kumar,14681.08
VK-INDUSUPI-S,IndusInd Bank,"INDUSIND Alert: Rs.1,056.85 sent via UPI from IndusInd Bank A/c XX4104 to Amazon (amazon@ibl) on 24-Jul-2025. Ref 791344687217.",Amazon,1056.85
AD-PNBSMS,Punjab National Bank,PNB Alert: Rs.246.39 received via UPI to Punjab National Bank A/c **1070 from Anil Gupta (anilgupta@ybl) on 02-Jun-2025. Ref 521367759835.,Anil Gupta,246.39
VM-ICICIB-I,ICICI Bank,"ICICI Alert: INR4,8,016.95 sent via UPI from ICICI Bank A/c xxxx4131 to HP Fuel (hpfuel@ibl) on 26-Jun-2025. Ref 574335706049.",HP Fuel,48016.95
AD-INDUSB-S,IndusInd Bank,INDUSIND Alert: INR286.55 sent via UPI from IndusInd Bank A/c XX4730 to Sunita J (sunitaj@ibl) on 21/06/2025. Ref 254622659589.,Sunita J,286.55
BZ-HDFCBK-I,HDFC Bank,"HDFC Alert: ₹3,462.86 received via UPI to HDFC Bank A/c **7010 from VI Prepaid (viprepaid@oksbi) on 18-Jul-2025. Ref 031929283596.",VI Prepaid,3462.86
JD-IDFCFB,IDFC FIRST Bank,"IDFC Alert: INR2,010.25 sent via UPI from IDFC FIRST Bank A/c XX7770 to Rajesh Kumar (rajeshkuma@idfcbank) on 01-Jul-2025. Ref 028748001313.",Rajesh Kumar,2010.25
VK-ICICIB,ICICI Bank,"ICICI Alert: ₹2,0,978.48 sent via UPI from ICICI Bank A/c XX8170 to PhonePe (phonepe@okhdfcbank) on 25/07/2025. Ref 730986230335.",PhonePe,20978.48
BZ-HDFCBK-S,HDFC Bank,"HDFC Alert: INR1,4,525.32 received via UPI to HDFC Bank A/c XX1828 from Vikas T (vikast@oksbi) on 05-Aug-2025. Ref 077841275567.",Vikas T,14525.32
BZ-BOBMSG-S,Bank of Baroda,"BOB Alert: ₹1,549.59 received via UPI to Bank of Baroda A/c **1610 from JioMart (jiomart@kotak) on 22-08-25. Ref 763827814216.",JioMart,1549.59
AD-PNBSMS-I,Punjab National Bank,"PNB Alert: INR4,751.51 received via UPI to Punjab National Bank A/c xxxx2364 from Deepak Nair (deepaknair@ibl) on 12-Aug-2025. Ref 521554720865.",Deepak Nair,4751.51
AD-AXISBK-S,Axis Bank,"AXIS Alert: INR2,2,620.79 sent via UPI from Axis Bank A/c xxxx6763 to Big Bazaar (bigbazaar@ibl) on 10/06/2025. Ref 018849366328.",Big Bazaar,22620.79
VK-INDUSUPI-S,IndusInd Bank,INDUSIND Alert: ₹493.49 received via UPI to IndusInd Bank A/c XX4567 from Karthik M (karthikm@upi) on 19-Jul-2025. Ref 082056666126.,Karthik M,493.49
VK-BOBUPI-I,Bank of Baroda,BOB Alert: ₹250.78 received via UPI to Bank of Baroda A/c xxxx2850 from Amazon (amazon@ibl) on 07-Jul-2025. Ref 113188355562.,Amazon,250.78
AD-BOBMSG-I,Bank of Baroda,"BOB Alert: Rs.2,3,822.65 sent via UPI from Bank of Baroda A/c **2825 to Sunita J (sunitaj@upi) on 27-Jun-2025. Ref 919606671353.",Sunita J,23822.65
BP-YESBNK,YES Bank,YES Alert: INR258.88 received via UPI to YES Bank A/c xxxx9445 from Ola (ola@okaxis) on 17/08/2025. Ref 538588679865.,Ola,258.88
MD-PNBSMS,Punjab National Bank,"PNB Alert: ₹4,1,794.21 received via UPI to Punjab National Bank A/c XX2373 from Suresh R (sureshr@oksbi) on 10-06-25. Ref 722490347595.",Suresh R,41794.21
VK-BOBUPI,Bank of Baroda,BOB Alert: INR204.18 sent via UPI from Bank of Baroda A/c XX4694 to Big Bazaar (bigbazaar@oksbi) on 09/06/2025. Ref 531177964383.,Big Bazaar,204.18
BP-YESBNK,YES Bank,YES Alert: Rs.277.67 sent via UPI from YES Bank A/c XX2004 to Deepak Nair (deepaknair@sbi) on 05/08/2025. Ref 111720452088.,Deepak Nair,277.67
VK-YESUPI-I,YES Bank,"YES Alert: Rs.2,993.45 sent via UPI from YES Bank A/c **7653 to Paytm (paytm@upi) on 06/08/2025. Ref 773943360554.",Paytm,2993.45
TM-SBIINB,State Bank of India,SBI Alert: INR235.32 sent via UPI from State Bank of India A/c XX5727 to Nisha S (nishas@idfcbank) on 21/06/2025. Ref 082056047637.,Nisha S,235.32
AD-HDFCBK-S,HDFC Bank,HDFC Alert: Rs.110.05 received via UPI to HDFC Bank A/c xxxx1277 from Zomato (zomato@oksbi) on 25-Jul-2025. Ref 153107186067.,Zomato,110.05
BP-YESBNK-S,YES Bank,"YES Alert: INR1,7,607.23 received via UPI to YES Bank A/c **9660 from Sanjay Singh (sanjaysing@ibl) on 12-08-25. Ref 996460516953.",Sanjay Singh,17607.23
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: Rs.1,482.42 received via UPI to Punjab National Bank A/c xxxx2018 from Tata Sky (tatasky@oksbi) on 22-06-25. Ref 547999321158.",Tata Sky,1482.42
VK-YESUPI-I,YES Bank,YES Alert: Rs.335.16 sent via UPI from YES Bank A/c xxxx4054 to Meena S (meenas@okaxis) on 06-07-25. Ref 891694560320.,Meena S,335.16
VM-ICICIB,ICICI Bank,"ICICI Alert: ₹4,7,127.41 received via UPI to ICICI Bank A/c XX5387 from Zomato (zomato@ybl) on 29-07-25. Ref 296974356932.",Zomato,47127.41
AD-AXISBK-I,Axis Bank,"AXIS Alert: INR1,948.46 sent via UPI from Axis Bank A/c **1262 to Vikas T (vikast@sbi) on 08-07-25. Ref 350254470853.",Vikas T,1948.46
TM-SBIINB,State Bank of India,SBI Alert: INR149.12 sent via UPI from State Bank of India A/c XX7017 to Croma (croma@axl) on 11/08/2025. Ref 000012297634.,Croma,149.12
AD-BOBMSG,Bank of Baroda,"BOB Alert: INR2,0,658.55 received via UPI to Bank of Baroda A/c XX3060 from Deepak Nair (deepaknair@ibl) on 13/06/2025. Ref 475267972472.",Deepak Nair,20658.55
VM-IDFCUPI-I,IDFC FIRST Bank,"IDFC Alert: INR3,3,664.47 received via UPI to IDFC FIRST Bank A/c **8686 from Google Play Store (googleplay@upi) on 11/07/2025. Ref 876006132506.",Google Play Store,33664.47
AD-ICICIB-I,ICICI Bank,ICICI Alert: Rs.154.15 received via UPI to ICICI Bank A/c xxxx2183 from Nisha S (nishas@sbi) on 27-Aug-2025. Ref 798285170648.,Nisha S,154.15
VK-SBIINB,State Bank of India,"SBI Alert: Rs.3,6,053.05 received via UPI to State Bank of India A/c xxxx9887 from Swiggy (swiggy@okaxis) on 07-Jul-2025. Ref 399799161742.",Swiggy,36053.05
VK-PNBUPI-I,Punjab National Bank,PNB Alert: Rs.50.52 received via UPI to Punjab National Bank A/c XX3474 from Anil Gupta (anilgupta@ybl) on 28/08/2025. Ref 986236429582.,Anil Gupta,50.52
AD-PNBSMS-S,Punjab National Bank,"PNB Alert: Rs.1,457.86 received via UPI to Punjab National Bank A/c **5123 from Zomato (zomato@okhdfcbank) on 27-Jun-2025. Ref 090926853619.",Zomato,1457.86
AD-YESBNK,YES Bank,"YES Alert: INR1,041.40 sent via UPI from YES Bank A/c xxxx7521 to Nisha S (nishas@upi) on 22-08-25. Ref 118215996815.",Nisha S,1041.4
AD-KOTAKB-S,Kotak Mahindra Bank,KOTAK Alert: INR205.03 sent via UPI from Kotak Mahindra Bank A/c **1430 to HP Fuel (hpfuel@idfcbank) on 19-06-25. Ref 576222683316.,HP Fuel,205.03
VM-ICICIB-I,ICICI Bank,ICICI Alert: ₹360.22 sent via UPI from ICICI Bank A/c XX2106 to Vikas T (vikast@upi) on 09/07/2025. Ref 880180501953.,Vikas T,360.22
TM-SBIINB-S,State Bank of India,"SBI Alert: ₹3,7,494.09 sent via UPI from State Bank of India A/c xxxx3101 to Amazon (amazon@oksbi) on 13-07-25. Ref 694470014295.",Amazon,37494.09
VM-INDUSB-S,IndusInd Bank,"INDUSIND Alert: Rs.4,1,469.65 received via UPI to IndusInd Bank A/c **3315 from Sunita J (sunitaj@ybl) on 25-08-25. Ref 116844216208.",Sunita J,41469.65
AD-HDFCBK-I,HDFC Bank,HDFC Alert: ₹112.20 sent via UPI from HDFC Bank A/c xxxx7718 to BPCL (bpcl@sbi) on 02-06-25. Ref 866222030287.,BPCL,112.2
AD-KOTAKB,Kotak Mahindra Bank,KOTAK Alert: ₹361.54 received via UPI to Kotak Mahindra Bank A/c XX7668 from Pooja Patel (poojapatel@okhdfcbank) on 27/08/2025. Ref 952795521339.,Pooja Patel,361.54
TM-SBIINB-I,State Bank of India,SBI Alert: Rs.375.67 received via UPI to State Bank of India A/c xxxx7195 from Zomato (zomato@idfcbank) on 27-Aug-2025. Ref 265381730644.,Zomato,375.67
